"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"eqtl-a-ENSG00000100629","ebi-a-GCST90027158","Alzheimer disease","CEP128","MR Egger",3,0.01208110837906,0.0360132886531041,0.793948084391447,-0.0585049373810239,0.082667154139144,1.012154379738,0.943173583580817,1.08618021778495
"eqtl-a-ENSG00000100629","ebi-a-GCST90027158","Alzheimer disease","CEP128","Weighted median",3,0.0306197034262626,0.0183245508985272,0.0947283731215012,-0.00529641633485073,0.0665358231873759,1.03109330806363,0.994717584948364,1.06879925118523
"eqtl-a-ENSG00000100629","ebi-a-GCST90027158","Alzheimer disease","CEP128","Inverse variance weighted",3,0.0354341795213433,0.0171894448337251,0.0392656826545502,0.00174286764724222,0.0691254913954444,1.03606945129651,1.0017443873238,1.07157067361025
"eqtl-a-ENSG00000100629","ebi-a-GCST90027158","Alzheimer disease","CEP128","Simple mode",3,0.0304715897732347,0.0218908140814847,0.29851749771329,-0.0124344058264754,0.0733775853729448,1.03094060037648,0.987642581968116,1.07613679372416
"eqtl-a-ENSG00000100629","ebi-a-GCST90027158","Alzheimer disease","CEP128","Weighted mode",3,0.0305710252584834,0.0205531438481484,0.275285445253411,-0.0097131366838874,0.0708551872008542,1.03104311755218,0.990333883467368,1.07342576882229
"eqtl-a-ENSG00000100664","ebi-a-GCST90027158","Alzheimer disease","EIF5","MR Egger",5,0.00193056172047939,0.035373754938459,0.959907353838644,-0.0674019979589003,0.0712631213998591,1.00193242645456,0.934819330329417,1.07386374523019
"eqtl-a-ENSG00000100664","ebi-a-GCST90027158","Alzheimer disease","EIF5","Weighted median",5,0.0388936247591369,0.018831311295915,0.0388880081506591,0.00198425461914354,0.0758029948991302,1.03965988369717,1.00198622455508,1.07875003396297
"eqtl-a-ENSG00000100664","ebi-a-GCST90027158","Alzheimer disease","EIF5","Inverse variance weighted",5,0.040791247877975,0.0176013059033594,0.0204758261042778,0.00629268830739067,0.0752898074485594,1.04163463940666,1.00631252886544,1.07819657500947
"eqtl-a-ENSG00000100664","ebi-a-GCST90027158","Alzheimer disease","EIF5","Simple mode",5,0.0497271090983934,0.0314358214432808,0.188842760127176,-0.011887100930437,0.111341319127224,1.05098425319893,0.988183271536291,1.11777636020379
"eqtl-a-ENSG00000100664","ebi-a-GCST90027158","Alzheimer disease","EIF5","Weighted mode",5,0.0383067314396206,0.0187450259241057,0.110494660383083,0.00156648062837348,0.0750469822508678,1.03904989327402,1.00156770820006,1.07793479349786
"eqtl-a-ENSG00000101363","ebi-a-GCST90027158","Alzheimer disease","MANBAL","MR Egger",4,-0.0576026321381229,0.0493278015641919,0.363284342824959,-0.154285123203939,0.0390798589276933,0.944024998110379,0.857027627708936,1.03985352192166
"eqtl-a-ENSG00000101363","ebi-a-GCST90027158","Alzheimer disease","MANBAL","Weighted median",4,-0.047333152474051,0.0208587182865364,0.0232545666659218,-0.0882162403156622,-0.00645006463243974,0.953769593954876,0.91556287371116,0.993570692382435
"eqtl-a-ENSG00000101363","ebi-a-GCST90027158","Alzheimer disease","MANBAL","Inverse variance weighted",4,-0.0415381495597362,0.019392338663617,0.0321944773505437,-0.0795471333404255,-0.00352916577904686,0.9593127372848,0.923534489677254,0.996477054406994
"eqtl-a-ENSG00000101363","ebi-a-GCST90027158","Alzheimer disease","MANBAL","Simple mode",4,-0.0340019977726572,0.035211996750659,0.405456808900325,-0.103017511403949,0.0350135158586344,0.966569573649312,0.902111176109988,1.0356337061838
"eqtl-a-ENSG00000101363","ebi-a-GCST90027158","Alzheimer disease","MANBAL","Weighted mode",4,-0.050446572671941,0.0218911821530906,0.104563482428411,-0.0933532896919986,-0.00753985565188343,0.950804726271355,0.910871641883047,0.992488497754793
"eqtl-a-ENSG00000102753","ebi-a-GCST90027158","Alzheimer disease","KPNA3","MR Egger",4,0.119538190546923,0.318750348833803,0.743679060115854,-0.505212493167331,0.744288874261177,1.12697628308598,0.603377348239999,2.10494402274628
"eqtl-a-ENSG00000102753","ebi-a-GCST90027158","Alzheimer disease","KPNA3","Weighted median",4,0.0494098166599005,0.05584599519869,0.37629078253963,-0.060048333929532,0.158867967249333,1.05065083674047,0.941719015503689,1.17218316989493
"eqtl-a-ENSG00000102753","ebi-a-GCST90027158","Alzheimer disease","KPNA3","Inverse variance weighted",4,0.10924341436665,0.0529856736182807,0.0392311808293248,0.00539149407481951,0.21309533465848,1.11543382991834,1.00540605433442,1.23750262251002
"eqtl-a-ENSG00000102753","ebi-a-GCST90027158","Alzheimer disease","KPNA3","Simple mode",4,0.0611903128927908,0.100515106598205,0.585679481571464,-0.13581929603969,0.258199921825272,1.06310121680409,0.873000372860863,1.29459761107164
"eqtl-a-ENSG00000102753","ebi-a-GCST90027158","Alzheimer disease","KPNA3","Weighted mode",4,0.0529266516796966,0.0589986676962029,0.435782723271501,-0.0627107370048612,0.168564040364254,1.05435230731234,0.939215114576533,1.18360402285059
"eqtl-a-ENSG00000102882","ebi-a-GCST90027158","Alzheimer disease","MAPK3","MR Egger",6,0.0512781170181218,0.0300663194401643,0.163299152150971,-0.0076518690846002,0.110208103120844,1.05261560289026,0.992377331937376,1.11651039558202
"eqtl-a-ENSG00000102882","ebi-a-GCST90027158","Alzheimer disease","MAPK3","Weighted median",6,0.066375645287278,0.0139191308318392,1.85452515900533e-06,0.0390941488568732,0.0936571417176828,1.06862806687589,1.03986838146102,1.09818316017113
"eqtl-a-ENSG00000102882","ebi-a-GCST90027158","Alzheimer disease","MAPK3","Inverse variance weighted",6,0.0700552731770355,0.017347483326195,5.38276520922867e-05,0.0360542058576933,0.104056340496378,1.07256746382714,1.03671204083323,1.1096629721171
"eqtl-a-ENSG00000102882","ebi-a-GCST90027158","Alzheimer disease","MAPK3","Simple mode",6,0.0698764569340932,0.0305593150440548,0.0709515584195953,0.00998019944774579,0.129772714420441,1.07237568848974,1.01003016773106,1.13856957346849
"eqtl-a-ENSG00000102882","ebi-a-GCST90027158","Alzheimer disease","MAPK3","Weighted mode",6,0.0672379071660828,0.0151620097734138,0.00679872564399419,0.0375203680101918,0.0969554463219738,1.06954990149488,1.03823314360972,1.10181128278229
"eqtl-a-ENSG00000103507","ebi-a-GCST90027158","Alzheimer disease","BCKDK","MR Egger",5,0.125689913707151,0.0388825973106612,0.0481224835369218,0.0494800229782553,0.201899804436047,1.13393049745739,1.05072460165695,1.22372539011298
"eqtl-a-ENSG00000103507","ebi-a-GCST90027158","Alzheimer disease","BCKDK","Weighted median",5,0.0921511731213732,0.0215035936883436,1.82423174458135e-05,0.0500041294922197,0.134298216750527,1.09653057550155,1.0512754376008,1.14373384938376
"eqtl-a-ENSG00000103507","ebi-a-GCST90027158","Alzheimer disease","BCKDK","Inverse variance weighted",5,0.0910489146822484,0.0214673317835767,2.22250988034073e-05,0.0489729443864381,0.133124884978059,1.09532258130415,1.05019193676844,1.14239265710466
"eqtl-a-ENSG00000103507","ebi-a-GCST90027158","Alzheimer disease","BCKDK","Simple mode",5,0.00617664523208074,0.0600784025741215,0.923062015885419,-0.111577023813197,0.123930314277359,1.00619576004011,0.894422496918722,1.13193698840369
"eqtl-a-ENSG00000103507","ebi-a-GCST90027158","Alzheimer disease","BCKDK","Weighted mode",5,0.107755370643479,0.0245286928614027,0.0117547885427265,0.0596791326351301,0.155831608651829,1.11377524993493,1.06149589250605,1.16862939944023
"eqtl-a-ENSG00000103723","ebi-a-GCST90027158","Alzheimer disease","AP3B2","MR Egger",5,-0.0168931877391985,0.0365414450295343,0.675330513922464,-0.0885144199970858,0.0547280445186888,0.983248702043032,0.91528991216297,1.05625332173132
"eqtl-a-ENSG00000103723","ebi-a-GCST90027158","Alzheimer disease","AP3B2","Weighted median",5,-0.0328876983279325,0.0201707915332888,0.103004003033113,-0.0724224497331787,0.00664705307731358,0.967647221888428,0.930137876303894,1.00666919376421
"eqtl-a-ENSG00000103723","ebi-a-GCST90027158","Alzheimer disease","AP3B2","Inverse variance weighted",5,-0.0415396822858914,0.019807010204194,0.0359739960760977,-0.0803614222861117,-0.00271794228567115,0.959311266922203,0.922782771850645,0.9972857479754
"eqtl-a-ENSG00000103723","ebi-a-GCST90027158","Alzheimer disease","AP3B2","Simple mode",5,-0.0302421965725209,0.0338981046853806,0.42273206774669,-0.0966824817558669,0.0361980886108251,0.970210523426936,0.907844217476551,1.03686121654752
"eqtl-a-ENSG00000103723","ebi-a-GCST90027158","Alzheimer disease","AP3B2","Weighted mode",5,-0.0351596850520201,0.018967806717217,0.137407104244268,-0.0723365862177654,0.00201721611372521,0.965451235816924,0.930217744640611,1.0020192520629
"eqtl-a-ENSG00000104093","ebi-a-GCST90027158","Alzheimer disease","DMXL2","MR Egger",6,-0.0677287284830933,0.031116500835243,0.0951034372485148,-0.12871707012017,-0.00674038684601706,0.934513946211465,0.87922268872798,0.993282278608165
"eqtl-a-ENSG00000104093","ebi-a-GCST90027158","Alzheimer disease","DMXL2","Weighted median",6,-0.0559736780025896,0.0215391529190999,0.00935790170994356,-0.0981904177240254,-0.0137569382811538,0.945564024696643,0.906476278169185,0.986337255958109
"eqtl-a-ENSG00000104093","ebi-a-GCST90027158","Alzheimer disease","DMXL2","Inverse variance weighted",6,-0.0513136361846839,0.0202668831619851,0.0113447701684147,-0.0910367271821747,-0.0115905451871931,0.949980675489272,0.91298417894724,0.98847636641818
"eqtl-a-ENSG00000104093","ebi-a-GCST90027158","Alzheimer disease","DMXL2","Simple mode",6,-0.0488380063584341,0.0411909649835831,0.289031425183703,-0.129572297726257,0.0318962850093887,0.95233538948135,0.878471074659044,1.03241042331485
"eqtl-a-ENSG00000104093","ebi-a-GCST90027158","Alzheimer disease","DMXL2","Weighted mode",6,-0.0567637684065383,0.0236305194466967,0.0614581536229027,-0.103079586522064,-0.0104479502910128,0.944817238687489,0.902055179190204,0.989606439954627
"eqtl-a-ENSG00000104312","ebi-a-GCST90027158","Alzheimer disease","RIPK2","MR Egger",3,0.0732462308304832,0.0798178059545726,0.527315541042022,-0.0831966688404792,0.229689130501446,1.07599544755143,0.920170160624962,1.25820881038466
"eqtl-a-ENSG00000104312","ebi-a-GCST90027158","Alzheimer disease","RIPK2","Weighted median",3,0.0728661361626998,0.0211322981976217,0.000564558951325844,0.0314468316953613,0.114285440630038,1.07558654513499,1.03194650729076,1.12107207873854
"eqtl-a-ENSG00000104312","ebi-a-GCST90027158","Alzheimer disease","RIPK2","Inverse variance weighted",3,0.076041241169199,0.0232853961004802,0.00109224947945551,0.0304018648122577,0.12168061752614,1.07900707275294,1.03086872058929,1.12939333573468
"eqtl-a-ENSG00000104312","ebi-a-GCST90027158","Alzheimer disease","RIPK2","Simple mode",3,0.0445103279042771,0.0404650896521177,0.386050791193979,-0.0348012478138737,0.123821903622428,1.04551577464154,0.965797351518128,1.13181428102495
"eqtl-a-ENSG00000104312","ebi-a-GCST90027158","Alzheimer disease","RIPK2","Weighted mode",3,0.0717567698072821,0.0228259087428886,0.0880317171643294,0.0270179886712204,0.116495550943344,1.0743939872236,1.02738628391134,1.1235525117073
"eqtl-a-ENSG00000105339","ebi-a-GCST90027158","Alzheimer disease","DENND3","MR Egger",5,-0.0565912039218027,0.0316463315746344,0.171691882177555,-0.118618013808086,0.00543560596448078,0.944980294655882,0.888146995862713,1.00545040567356
"eqtl-a-ENSG00000105339","ebi-a-GCST90027158","Alzheimer disease","DENND3","Weighted median",5,-0.0581424573411283,0.0202921184211006,0.00416649983337541,-0.0979150094464854,-0.0183699052357712,0.943515527149137,0.906725963620728,0.981797793036266
"eqtl-a-ENSG00000105339","ebi-a-GCST90027158","Alzheimer disease","DENND3","Inverse variance weighted",5,-0.0573965806117186,0.0190800745734433,0.0026280464538968,-0.0947935267756675,-0.0199996344477696,0.944219535943924,0.909560715015292,0.980199031620632
"eqtl-a-ENSG00000105339","ebi-a-GCST90027158","Alzheimer disease","DENND3","Simple mode",5,-0.0261560711405213,0.0377673598396256,0.52669356990484,-0.100180096426187,0.0478679541451449,0.974183035885972,0.904674474723885,1.04903212583472
"eqtl-a-ENSG00000105339","ebi-a-GCST90027158","Alzheimer disease","DENND3","Weighted mode",5,-0.0578149534900704,0.0210363685176524,0.0514625058472845,-0.0990462357846691,-0.0165836711954717,0.943824582723494,0.905700831266845,0.983553080885626
"eqtl-a-ENSG00000105374","ebi-a-GCST90027158","Alzheimer disease","NKG7","MR Egger",3,0.0729601399835158,0.0473042601534826,0.366196270336593,-0.0197562099173101,0.165676489884342,1.07568765913233,0.980437665153111,1.18019123615461
"eqtl-a-ENSG00000105374","ebi-a-GCST90027158","Alzheimer disease","NKG7","Weighted median",3,0.0770895146132592,0.0271630190157701,0.00453926450241016,0.0238499973423499,0.130329031884169,1.08013876026862,1.02413668314383,1.139203155826
"eqtl-a-ENSG00000105374","ebi-a-GCST90027158","Alzheimer disease","NKG7","Inverse variance weighted",3,0.0786930504720128,0.0255681961015325,0.00208555168254865,0.0285793861130091,0.128806714831017,1.08187219094082,1.02899169524318,1.13747024678803
"eqtl-a-ENSG00000105374","ebi-a-GCST90027158","Alzheimer disease","NKG7","Simple mode",3,0.0670947089672113,0.038855564823997,0.226350192893027,-0.0090621980878229,0.143251616022245,1.06939675484081,0.990978739873299,1.15402013509419
"eqtl-a-ENSG00000105374","ebi-a-GCST90027158","Alzheimer disease","NKG7","Weighted mode",3,0.0768749618439284,0.0269039025292584,0.103763270723274,0.0241433128865818,0.129606610801275,1.07990703836552,1.02443712241201,1.13838046864759
"eqtl-a-ENSG00000105750","ebi-a-GCST90027158","Alzheimer disease","ZNF85","MR Egger",8,-0.0402623571625493,0.0196439695049653,0.0862893296466867,-0.0787645373922813,-0.0017601769328173,0.960537402224552,0.92425752691295,0.998241371270096
"eqtl-a-ENSG00000105750","ebi-a-GCST90027158","Alzheimer disease","ZNF85","Weighted median",8,-0.0460919824795999,0.0153456180636233,0.00266812476099002,-0.0761693938843017,-0.0160145710748982,0.954954119102985,0.926659222858534,0.984112980366868
"eqtl-a-ENSG00000105750","ebi-a-GCST90027158","Alzheimer disease","ZNF85","Inverse variance weighted",8,-0.036264692313518,0.0133983723841714,0.0067966058272942,-0.062525502186494,-0.010003882440542,0.964384994401471,0.939389106031829,0.990045989947017
"eqtl-a-ENSG00000105750","ebi-a-GCST90027158","Alzheimer disease","ZNF85","Simple mode",8,-0.053297777902285,0.0238797536757248,0.0607980875842933,-0.100102095106706,-0.00649346069786432,0.948097647914663,0.904745043278799,0.993527576259206
"eqtl-a-ENSG00000105750","ebi-a-GCST90027158","Alzheimer disease","ZNF85","Weighted mode",8,-0.0449969996905892,0.0144023074206112,0.0167428715812928,-0.0732255222349871,-0.0167684771461912,0.956000350125644,0.929391208007061,0.983371331218157
"eqtl-a-ENSG00000106009","ebi-a-GCST90027158","Alzheimer disease","BRAT1","MR Egger",4,0.0529895364333569,0.0524160047764502,0.418461169304141,-0.0497458329284856,0.155724905795199,1.05441861208222,0.95147122642562,1.16850470999745
"eqtl-a-ENSG00000106009","ebi-a-GCST90027158","Alzheimer disease","BRAT1","Weighted median",4,0.0608640081592107,0.0270830570869161,0.0246202619987425,0.00778121626885518,0.113946800049566,1.06275437843535,1.00781156860713,1.12069250251263
"eqtl-a-ENSG00000106009","ebi-a-GCST90027158","Alzheimer disease","BRAT1","Inverse variance weighted",4,0.0573137319491449,0.0250636074234376,0.0222115200532697,0.00818906139920712,0.106438402499083,1.05898799665237,1.0082226834776,1.11230940885562
"eqtl-a-ENSG00000106009","ebi-a-GCST90027158","Alzheimer disease","BRAT1","Simple mode",4,0.00382573817517501,0.0461122434170421,0.939104522814792,-0.0865542589222275,0.0942057352725775,1.00383306565282,0.917085787348305,1.09878578165691
"eqtl-a-ENSG00000106009","ebi-a-GCST90027158","Alzheimer disease","BRAT1","Weighted mode",4,0.0637384111745846,0.0298131852853889,0.122092075397092,0.00530456801522242,0.122172254333947,1.06581355737561,1.00531866214621,1.12994872358239
"eqtl-a-ENSG00000106976","ebi-a-GCST90027158","Alzheimer disease","DNM1","MR Egger",4,-0.0137169635988435,0.0597808392427042,0.839845697995672,-0.130887408514544,0.103453481316857,0.986376685264648,0.877316547203715,1.10899420321518
"eqtl-a-ENSG00000106976","ebi-a-GCST90027158","Alzheimer disease","DNM1","Weighted median",4,-0.0590189333968761,0.0408611541682243,0.14863280462502,-0.139106795566596,0.0210689287728436,0.942688920684668,0.870135096925311,1.02129244564641
"eqtl-a-ENSG00000106976","ebi-a-GCST90027158","Alzheimer disease","DNM1","Inverse variance weighted",4,-0.0841320106690427,0.0371356258580538,0.0234799503703721,-0.156917837350828,-0.0113461839872574,0.919309889370896,0.85477428645242,0.988717941203736
"eqtl-a-ENSG00000106976","ebi-a-GCST90027158","Alzheimer disease","DNM1","Simple mode",4,-0.0758583161039847,0.0630076134599873,0.31493771916526,-0.19935323848556,0.0476366062775903,0.926947530793462,0.819260447894408,1.04878946256031
"eqtl-a-ENSG00000106976","ebi-a-GCST90027158","Alzheimer disease","DNM1","Weighted mode",4,-0.0579549845704181,0.0420389467358077,0.261831693182335,-0.140351320172601,0.0244413510317649,0.943692427200673,0.869052865957857,1.02474248925506
"eqtl-a-ENSG00000107679","ebi-a-GCST90027158","Alzheimer disease","PLEKHA1","MR Egger",4,0.0267650701865894,0.0365156538240027,0.539841505730176,-0.0448056113084559,0.0983357516816347,1.02712647178631,0.956183334996004,1.1033331688934
"eqtl-a-ENSG00000107679","ebi-a-GCST90027158","Alzheimer disease","PLEKHA1","Weighted median",4,0.0616903537150071,0.018630409087345,0.00092872856306972,0.0251747519038108,0.0982059555262034,1.06363294374214,1.02549431195031,1.10318996978346
"eqtl-a-ENSG00000107679","ebi-a-GCST90027158","Alzheimer disease","PLEKHA1","Inverse variance weighted",4,0.0628949038078653,0.0179882861763775,0.000471516363587617,0.0276378629021654,0.0981519447135653,1.0649149148475,1.02802333161829,1.10313038720577
"eqtl-a-ENSG00000107679","ebi-a-GCST90027158","Alzheimer disease","PLEKHA1","Simple mode",4,0.117899751862358,0.0395476532106465,0.0585404721127247,0.0403863515694907,0.195413152155225,1.12513131339477,1.04121297075817,1.21581319858093
"eqtl-a-ENSG00000107679","ebi-a-GCST90027158","Alzheimer disease","PLEKHA1","Weighted mode",4,0.0464815515889129,0.020824700770916,0.111784550088033,0.00566513807791763,0.0872979650999083,1.04757875272679,1.00568121531823,1.0912217772879
"eqtl-a-ENSG00000107957","ebi-a-GCST90027158","Alzheimer disease","SH3PXD2A","MR Egger",7,-0.112190500152124,0.0593026661682364,0.117084804434362,-0.228423725841867,0.00404272553761957,0.893873958154839,0.795786992872634,1.00405090837578
"eqtl-a-ENSG00000107957","ebi-a-GCST90027158","Alzheimer disease","SH3PXD2A","Weighted median",7,-0.0687038458039243,0.0165579916679238,3.3351366551544e-05,-0.101157509473055,-0.0362501821347937,0.933603129624643,0.903790666082532,0.964398987901623
"eqtl-a-ENSG00000107957","ebi-a-GCST90027158","Alzheimer disease","SH3PXD2A","Inverse variance weighted",7,-0.0642184716781813,0.0324661429951765,0.0479271748899347,-0.127852111948727,-0.000584831407635475,0.93780009438814,0.879983508568348,0.999415339572919
"eqtl-a-ENSG00000107957","ebi-a-GCST90027158","Alzheimer disease","SH3PXD2A","Simple mode",7,-0.0695699555101527,0.0281485148152914,0.0483571621240806,-0.124741044548124,-0.0143988664721816,0.932794876960574,0.882725459560544,0.985704301445056
"eqtl-a-ENSG00000107957","ebi-a-GCST90027158","Alzheimer disease","SH3PXD2A","Weighted mode",7,-0.0650467248587855,0.0174055995259218,0.00965526855268378,-0.0991616999295923,-0.0309317497879787,0.937023680055397,0.905596261331961,0.969541742247442
"eqtl-a-ENSG00000108349","ebi-a-GCST90027158","Alzheimer disease","CASC3","MR Egger",4,-0.0684002181682897,0.0555866745797728,0.343589323452613,-0.177350100344644,0.0405496640080649,0.933886640374183,0.837486528869144,1.04138302767333
"eqtl-a-ENSG00000108349","ebi-a-GCST90027158","Alzheimer disease","CASC3","Weighted median",4,-0.0662668714851306,0.0277245993264682,0.0168399704775302,-0.120607086165008,-0.011926656805253,0.935881070990426,0.88638216299636,0.988144183855586
"eqtl-a-ENSG00000108349","ebi-a-GCST90027158","Alzheimer disease","CASC3","Inverse variance weighted",4,-0.0590797625083892,0.0262420291742654,0.0243639326768901,-0.110514139689949,-0.00764538532682889,0.942631579499214,0.895373669793899,0.992383766292473
"eqtl-a-ENSG00000108349","ebi-a-GCST90027158","Alzheimer disease","CASC3","Simple mode",4,-0.0768121155548751,0.038906311505472,0.142849657249031,-0.1530684861056,-0.000555745004150066,0.926063830251128,0.858070953861064,0.999444409393502
"eqtl-a-ENSG00000108349","ebi-a-GCST90027158","Alzheimer disease","CASC3","Weighted mode",4,-0.0653397764523947,0.0287804518961582,0.107896896650313,-0.121749462168865,-0.00893009073592462,0.936749124004217,0.885370159437454,0.991109664098248
"eqtl-a-ENSG00000108395","ebi-a-GCST90027158","Alzheimer disease","TRIM37","MR Egger",4,-0.0297349737819794,0.0517097091943094,0.623334931768083,-0.131086003802826,0.0716160562388671,0.970702761142582,0.877142333570685,1.07424281604794
"eqtl-a-ENSG00000108395","ebi-a-GCST90027158","Alzheimer disease","TRIM37","Weighted median",4,-0.0396035878566716,0.0129607669933231,0.00224572071857793,-0.0650066911635849,-0.0142004845497584,0.96117038325363,0.937061193326693,0.985899866756987
"eqtl-a-ENSG00000108395","ebi-a-GCST90027158","Alzheimer disease","TRIM37","Inverse variance weighted",4,-0.0399814624681016,0.0122108845814083,0.00105943646646319,-0.0639147962476619,-0.0160481286885413,0.960807249982283,0.938084924481306,0.984079956437797
"eqtl-a-ENSG00000108395","ebi-a-GCST90027158","Alzheimer disease","TRIM37","Simple mode",4,-0.0339391070289927,0.0171562737683936,0.142301813006768,-0.0675654036150441,-0.000312810442941236,0.966630363840153,0.934666588043185,0.999687238477144
"eqtl-a-ENSG00000108395","ebi-a-GCST90027158","Alzheimer disease","TRIM37","Weighted mode",4,-0.0396775846699896,0.0135329770942509,0.0609061910354145,-0.0662022197747214,-0.0131529495652578,0.961099262339607,0.935941579258365,0.986933172476085
"eqtl-a-ENSG00000108582","ebi-a-GCST90027158","Alzheimer disease","CPD","MR Egger",5,0.0470184436502251,0.0510249804273559,0.4247607822335,-0.0529905179873926,0.147027405287843,1.04814134045365,0.948389005076167,1.15838570848863
"eqtl-a-ENSG00000108582","ebi-a-GCST90027158","Alzheimer disease","CPD","Weighted median",5,0.0510565900505277,0.0202631688291675,0.0117463396859354,0.0113407791453595,0.0907724009556959,1.05238244597394,1.01140532956775,1.09501975144565
"eqtl-a-ENSG00000108582","ebi-a-GCST90027158","Alzheimer disease","CPD","Inverse variance weighted",5,0.0511240387801911,0.021376391928506,0.0167745579595517,0.00922631060031938,0.0930217669600628,1.05245343022691,1.00926900420444,1.09748562393383
"eqtl-a-ENSG00000108582","ebi-a-GCST90027158","Alzheimer disease","CPD","Simple mode",5,0.0662083971140106,0.0385978382960218,0.161428296672061,-0.00944336594619211,0.141860160174213,1.06844935572877,0.99060108260931,1.15241548368816
"eqtl-a-ENSG00000108582","ebi-a-GCST90027158","Alzheimer disease","CPD","Weighted mode",5,0.0437092856828386,0.0238179483113648,0.140387548783772,-0.00297389300743651,0.0903924643731136,1.04467860771066,0.997030524632093,1.09460379240746
"eqtl-a-ENSG00000108592","ebi-a-GCST90027158","Alzheimer disease","FTSJ3","MR Egger",4,0.00412742380611574,0.249492322379235,0.988302927846848,-0.484877528057184,0.493132375669416,1.00413595335073,0.615772607013885,1.63743726389707
"eqtl-a-ENSG00000108592","ebi-a-GCST90027158","Alzheimer disease","FTSJ3","Weighted median",4,0.0720842565225656,0.0202728506709341,0.00037696828716588,0.0323494692075348,0.111819043837596,1.07474589460074,1.03287840143683,1.11831047716201
"eqtl-a-ENSG00000108592","ebi-a-GCST90027158","Alzheimer disease","FTSJ3","Inverse variance weighted",4,0.0537909779721625,0.0200427885274421,0.00727890925677415,0.014507112458376,0.0930748434859489,1.05526400567875,1.01461285131741,1.09754387620386
"eqtl-a-ENSG00000108592","ebi-a-GCST90027158","Alzheimer disease","FTSJ3","Simple mode",4,0.0674467024323225,0.0383072428059194,0.176515195481309,-0.00763549346727965,0.142528898331925,1.06977324176671,0.99239358286186,1.15318640563937
"eqtl-a-ENSG00000108592","ebi-a-GCST90027158","Alzheimer disease","FTSJ3","Weighted mode",4,0.0728712570968686,0.0223584158105332,0.0471589609126471,0.0290487621082235,0.116693752085514,1.07559205315699,1.02947479261249,1.12377522316852
"eqtl-a-ENSG00000109099","ebi-a-GCST90027158","Alzheimer disease","PMP22","MR Egger",6,-0.0197448145788638,0.0314338416674527,0.563993159338888,-0.0813551442470711,0.0418655150893435,0.980448837635787,0.921866237810485,1.04275423461054
"eqtl-a-ENSG00000109099","ebi-a-GCST90027158","Alzheimer disease","PMP22","Weighted median",6,-0.0336397836063096,0.0212221503695904,0.112937695636955,-0.0752351983307067,0.00795563111808753,0.966919742255835,0.927525308267808,1.0079873612399
"eqtl-a-ENSG00000109099","ebi-a-GCST90027158","Alzheimer disease","PMP22","Inverse variance weighted",6,-0.0389225717069695,0.0187500425877419,0.0379063667932001,-0.0756726551789437,-0.00217248823499527,0.961825178745087,0.927119644706414,0.997829869909581
"eqtl-a-ENSG00000109099","ebi-a-GCST90027158","Alzheimer disease","PMP22","Simple mode",6,-0.0199354041217841,0.0409807819944472,0.6472147914569,-0.100257736830901,0.0603869285873324,0.98026199214593,0.904604238158167,1.0622474809563
"eqtl-a-ENSG00000109099","ebi-a-GCST90027158","Alzheimer disease","PMP22","Weighted mode",6,-0.0351184063581177,0.0229590586379303,0.186663957534145,-0.0801181612884612,0.00988134857222578,0.965491089205507,0.92300727621381,1.00993033029926
"eqtl-a-ENSG00000110315","ebi-a-GCST90027158","Alzheimer disease","RNF141","MR Egger",6,0.0709471622680903,0.0354541437738547,0.115971249159359,0.00145704047133506,0.140437284064846,1.07352450176996,1.00145810247053,1.15077690525186
"eqtl-a-ENSG00000110315","ebi-a-GCST90027158","Alzheimer disease","RNF141","Weighted median",6,0.0709758193896742,0.0240697332214367,0.00319053661523474,0.0237991422756583,0.11815249650369,1.07355526633294,1.02408460192882,1.12541572024467
"eqtl-a-ENSG00000110315","ebi-a-GCST90027158","Alzheimer disease","RNF141","Inverse variance weighted",6,0.0701225915715289,0.0206799242112897,0.000696753571162777,0.0295899401174011,0.110655243025657,1.07263966977716,1.03003207251146,1.1170097435649
"eqtl-a-ENSG00000110315","ebi-a-GCST90027158","Alzheimer disease","RNF141","Simple mode",6,0.102737667485865,0.0357404632681306,0.0348090858400357,0.0326863594803294,0.172788975491401,1.10820065387671,1.03322642674314,1.18861525166746
"eqtl-a-ENSG00000110315","ebi-a-GCST90027158","Alzheimer disease","RNF141","Weighted mode",6,0.0716107245853375,0.023118321677416,0.0269271087028316,0.0262988140976022,0.116922635073073,1.07423708857271,1.02664767944328,1.12403246563703
"eqtl-a-ENSG00000110768","ebi-a-GCST90027158","Alzheimer disease","GTF2H1","MR Egger",3,0.0609454408690921,0.0448758658678283,0.404058614291426,-0.0270112562318514,0.148902137970036,1.06284092492813,0.973350285206191,1.16055940895192
"eqtl-a-ENSG00000110768","ebi-a-GCST90027158","Alzheimer disease","GTF2H1","Weighted median",3,0.0741495198074408,0.0225737869472436,0.00102068514718831,0.0299048973908434,0.118394142224038,1.07696782147967,1.03035653969855,1.12568770499773
"eqtl-a-ENSG00000110768","ebi-a-GCST90027158","Alzheimer disease","GTF2H1","Inverse variance weighted",3,0.0744671645734168,0.0222509164162318,0.000817793626176605,0.0308553683976024,0.118078960749231,1.07730996900909,1.03133632927319,1.12533296499337
